#||e||
1	0.290131	0	
2	0.289555	0	
3	0.28898	0	
4	0.288406	0	
5	0.287833	0	
6	0.287261	0	
7	0.286691	0	
8	0.286121	0	
9	0.285553	0	
10	0.284986	0	
11	0.28442	0	
12	0.283855	0	
13	0.283291	0	
14	0.282728	0	
15	0.282167	0	
16	0.281606	0	
17	0.281047	0	
18	0.280489	0	
19	0.279932	0	
20	0.279376	0	
21	0.278821	0	
22	0.278267	0	
23	0.277714	0	
24	0.277163	0	
25	0.276612	0	
26	0.276063	0	
27	0.275515	0	
28	0.274967	0	
29	0.274421	0	
30	0.273876	0	
31	0.273332	0	
32	0.272789	0	
33	0.272247	0	
34	0.271707	0	
35	0.271167	0	
36	0.270628	0	
37	0.270091	0	
38	0.269554	0	
39	0.269019	0	
40	0.268485	0	
41	0.267951	0	
42	0.267419	0	
43	0.266888	0	
44	0.266358	0	
45	0.265829	0	
46	0.265301	0	
47	0.264774	0	
48	0.264248	0	
49	0.263723	0	
50	0.263199	0	
51	0.262677	0	
52	0.262155	0	
53	0.261634	0	
54	0.261114	0	
55	0.260596	0	
56	0.260078	0	
57	0.259562	0	
58	0.259046	0	
59	0.258531	0	
60	0.258018	0	
61	0.257505	0	
62	0.256994	0	
63	0.256484	0	
64	0.255974	0	
65	0.255466	0	
66	0.254958	0	
67	0.254452	0	
68	0.253946	0	
69	0.253442	0	
70	0.252939	0	
71	0.252436	0	
72	0.251935	0	
73	0.251434	0	
74	0.250935	0	
75	0.250436	0	
76	0.249939	0	
77	0.249442	0	
78	0.248947	0	
79	0.248452	0	
80	0.247959	0	
81	0.247466	0	
82	0.246975	0	
83	0.246484	0	
84	0.245995	0	
85	0.245506	0	
86	0.245018	0	
87	0.244532	0	
88	0.244046	0	
89	0.243561	0	
90	0.243077	0	
91	0.242594	0	
92	0.242113	0	
93	0.241632	0	
94	0.241152	0	
95	0.240673	0	
96	0.240195	0	
97	0.239717	0	
98	0.239241	0	
99	0.238766	0	
100	0.238292	0	
101	0.237818	0	
102	0.237346	0	
103	0.236874	0	
104	0.236404	0	
105	0.235934	0	
106	0.235466	0	
107	0.234998	0	
108	0.234531	0	
109	0.234065	0	
110	0.2336	0	
111	0.233136	0	
112	0.232673	0	
113	0.232211	0	
114	0.23175	0	
115	0.231289	0	
116	0.23083	0	
117	0.230371	0	
118	0.229914	0	
119	0.229457	0	
120	0.229001	0	
121	0.228546	0	
122	0.228092	0	
123	0.227639	0	
124	0.227187	0	
125	0.226735	0	
126	0.226285	0	
127	0.225835	0	
128	0.225387	0	
129	0.224939	0	
130	0.224492	0	
131	0.224046	0	
132	0.223601	0	
133	0.223157	0	
134	0.222714	0	
135	0.222271	0	
136	0.22183	0	
137	0.221389	0	
138	0.220949	0	
139	0.22051	0	
140	0.220072	0	
141	0.219635	0	
142	0.219198	0	
143	0.218763	0	
144	0.218328	0	
145	0.217895	0	
146	0.217462	0	
147	0.21703	0	
148	0.216599	0	
149	0.216168	0	
150	0.215739	0	
151	0.21531	0	
152	0.214882	0	
153	0.214456	0	
154	0.214029	0	
155	0.213604	0	
156	0.21318	0	
157	0.212756	0	
158	0.212334	0	
159	0.211912	0	
160	0.211491	0	
161	0.211071	0	
162	0.210651	0	
163	0.210233	0	
164	0.209815	0	
165	0.209398	0	
166	0.208982	0	
167	0.208567	0	
168	0.208153	0	
169	0.207739	0	
170	0.207326	0	
171	0.206914	0	
172	0.206503	0	
173	0.206093	0	
174	0.205683	0	
175	0.205275	0	
176	0.204867	0	
177	0.20446	0	
178	0.204054	0	
179	0.203648	0	
180	0.203244	0	
181	0.20284	0	
182	0.202437	0	
183	0.202035	0	
184	0.201633	0	
185	0.201232	0	
186	0.200833	0	
187	0.200434	0	
188	0.200035	0	
189	0.199638	0	
190	0.199241	0	
191	0.198845	0	
192	0.19845	0	
193	0.198056	0	
194	0.197662	0	
195	0.19727	0	
196	0.196878	0	
197	0.196486	0	
198	0.196096	0	
199	0.195706	0	
200	0.195317	0	
201	0.194929	0	
202	0.194542	0	
203	0.194155	0	
204	0.19377	0	
205	0.193385	0	
206	0.193	0	
207	0.192617	0	
208	0.192234	0	
209	0.191852	0	
210	0.191471	0	
211	0.19109	0	
212	0.190711	0	
213	0.190332	0	
214	0.189954	0	
215	0.189576	0	
216	0.189199	0	
217	0.188823	0	
218	0.188448	0	
219	0.188074	0	
220	0.1877	0	
221	0.187327	0	
222	0.186955	0	
223	0.186583	0	
224	0.186212	0	
225	0.185842	0	
226	0.185473	0	
227	0.185104	0	
228	0.184737	0	
229	0.18437	0	
230	0.184003	0	
231	0.183637	0	
232	0.183273	0	
233	0.182908	0	
234	0.182545	0	
235	0.182182	0	
236	0.18182	0	
237	0.181459	0	
238	0.181098	0	
239	0.180738	0	
240	0.180379	0	
241	0.18002	0	
242	0.179663	0	
243	0.179306	0	
244	0.178949	0	
245	0.178594	0	
246	0.178239	0	
247	0.177885	0	
248	0.177531	0	
249	0.177178	0	
250	0.176826	0	
251	0.176475	0	
252	0.176124	0	
253	0.175774	0	
254	0.175424	0	
255	0.175076	0	
256	0.174728	0	
257	0.174381	0	
258	0.174034	0	
259	0.173688	0	
260	0.173343	0	
261	0.172998	0	
262	0.172655	0	
263	0.172311	0	
264	0.171969	0	
265	0.171627	0	
266	0.171286	0	
267	0.170946	0	
268	0.170606	0	
269	0.170267	0	
270	0.169928	0	
271	0.169591	0	
272	0.169253	0	
273	0.168917	0	
274	0.168581	0	
275	0.168246	0	
276	0.167912	0	
277	0.167578	0	
278	0.167245	0	
279	0.166913	0	
280	0.166581	0	
281	0.16625	0	
282	0.165919	0	
283	0.165589	0	
284	0.16526	0	
285	0.164932	0	
286	0.164604	0	
287	0.164277	0	
288	0.16395	0	
289	0.163624	0	
290	0.163299	0	
291	0.162974	0	
292	0.16265	0	
293	0.162327	0	
294	0.162004	0	
295	0.161682	0	
296	0.161361	0	
297	0.16104	0	
298	0.16072	0	
299	0.160401	0	
300	0.160082	0	
301	0.159764	0	
302	0.159446	0	
303	0.159129	0	
304	0.158813	0	
305	0.158497	0	
306	0.158182	0	
307	0.157867	0	
308	0.157554	0	
309	0.15724	0	
310	0.156928	0	
311	0.156616	0	
312	0.156304	0	
313	0.155994	0	
314	0.155684	0	
315	0.155374	0	
316	0.155065	0	
317	0.154757	0	
318	0.154449	0	
319	0.154142	0	
320	0.153836	0	
321	0.15353	0	
322	0.153225	0	
323	0.15292	0	
324	0.152616	0	
325	0.152313	0	
326	0.15201	0	
327	0.151708	0	
328	0.151406	0	
329	0.151105	0	
330	0.150804	0	
331	0.150505	0	
332	0.150205	0	
333	0.149907	0	
334	0.149609	0	
335	0.149311	0	
336	0.149014	0	
337	0.148718	0	
338	0.148422	0	
339	0.148127	0	
340	0.147833	0	
341	0.147539	0	
342	0.147245	0	
343	0.146953	0	
344	0.14666	0	
345	0.146369	0	
346	0.146078	0	
347	0.145787	0	
348	0.145498	0	
349	0.145208	0	
350	0.144919	0	
351	0.144631	0	
352	0.144344	0	
353	0.144057	0	
354	0.14377	0	
355	0.143484	0	
